scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0099,f04_AtoB_09,Someone keeps contacting me and showing up near my home after I asked them to stop. I do not know what to do next.,General Litigation,Stalking Orders,Family Law,Restraining Orders,The person is my current spouse and we live together.,The person is my current spouse and we live together.,the caller's relationship to the person and any history of abuse,General Litigation,Stalking Orders,The person is a neighbor I have never dated and is not related to me.,The person is a neighbor I have never dated and is not related to me.,stalking_vs_restraining,AtoB,expanded_workbook_grounded,70;73;387;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0155,f06_AtoB_05,I was treated unfairly at work and filed a complaint about it. What are my options?,Labor & Employment,Discrimination,Administrative Law,General (State),The notice is for a contested-case hearing before a state administrative law judge.,The notice is for a contested-case hearing before a state administrative law judge.,whether a state agency has issued a decision or scheduled an administrative hearing,Labor & Employment,Discrimination,I want advice about workplace discrimination before filing with an agency.,I want advice about workplace discrimination before filing with an agency.,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0393,f14_AtoB_03,There is an ongoing dispute with the other parent and I need legal help.,Family Law,Child Custody/Visitation,Family Law,Child Support/Modification,The only dispute is the amount of monthly child support.,The only dispute is the amount of monthly child support.,whether the issue is parenting time or financial support,Family Law,Child Custody/Visitation,The dispute is about where the child lives and when each parent has visits.,The dispute is about where the child lives and when each parent has visits.,custody_vs_support,AtoB,expanded_workbook_grounded,8;51,,true,,false,synthetic_candidate_needs_human_validation
x0538,f18_BtoA_13,Someone is controlling an elderly relative's finances and I am concerned. Can a lawyer help me?,Wills & Trusts,Elder Abuse,Wills & Trusts,Conservatorship/Guardianship,We need a conservatorship so someone can manage property and medical decisions.,We need a conservatorship so someone can manage property and medical decisions.,whether the need is authority to act or suspected exploitation,Wills & Trusts,Elder Abuse,My sibling is using the power of attorney for personal purchases.,My sibling is using the power of attorney for personal purchases.,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0143,f05_BtoA_08,I am afraid after an altercation and do not know what kind of order I need. What are my options?,Family Law,Restraining Orders,Criminal Law,Misdemeanor,I have a court date on a criminal harassment charge.,I have a court date on a criminal harassment charge.,whether the caller faces charges or seeks protection and the relationship involved,Family Law,Restraining Orders,"The person is my spouse, who threatened me, and I am seeking protection rather than a defense.","The person is my spouse, who threatened me, and I am seeking protection rather than a defense.",criminal_case_vs_protection,BtoA,expanded_workbook_grounded,418;419;422,,true,criminal_vs_restraining_wrong_stalking_default,false,synthetic_candidate_needs_human_validation
x0124,f05_AtoB_04,I need advice after a serious incident with someone I know.,Criminal Law,Misdemeanor,Family Law,Restraining Orders,I am the person asking to be protected from a family member who threatened violence.,I am the person asking to be protected from a family member who threatened violence.,whether the caller faces charges or seeks protection and the relationship involved,Criminal Law,Misdemeanor,I was cited for misdemeanor assault and need a defense lawyer.,I was cited for misdemeanor assault and need a defense lawyer.,criminal_case_vs_protection,AtoB,expanded_workbook_grounded,418;419;422,,true,criminal_vs_restraining_wrong_stalking_default,true,synthetic_candidate_needs_human_validation
x0006,f01_AtoB_06,My spouse and I cannot keep living together and I need legal help. What are my options?,Family Law,General (Divorce/Separation),Family Law,Restraining Orders,My partner threatened to hurt me if I leave and has blocked the door before.,My partner threatened to hurt me if I leave and has blocked the door before.,"whether there are threats, violence, coercive control, or an immediate need for protection",Family Law,General (Divorce/Separation),"The dispute is about separation and support, and nobody has threatened me.","The dispute is about separation and support, and nobody has threatened me.",divorce_vs_restraining,AtoB,expanded_workbook_grounded,51;422,,true,domestic_violence_low_question_coverage,true,synthetic_candidate_needs_human_validation
x0695,f24_AtoB_07,An online campaign against me is damaging my life and reputation. What are my options?,General Litigation,Libel/Slander/Defamation,General Litigation,Online Harassment/Doxing/Bullying,They created many accounts to harass me and send private information to others.,They created many accounts to harass me and send private information to others.,whether the harm is a false factual statement or repeated harassment and doxing,General Litigation,Libel/Slander/Defamation,The post falsely says I committed a crime and employers have seen it.,The post falsely says I committed a crime and employers have seen it.,defamation_vs_online_harassment,AtoB,expanded_workbook_grounded,73;290,,true,,false,synthetic_candidate_needs_human_validation
legacy_197,legacy_p03_BtoA_07,"The other party refuses to return the security deposit for the unit, claiming there is damage. I want to discuss my options.",Real Property,Landlord Residential,Real Property,Tenant (Residential),I was the person living at the property and paid the security deposit when I moved in as a tenant.,I'm the former tenant who paid the deposit.,Are you the tenant who paid the security deposit?,Real Property,Landlord Residential,The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,BtoA,legacy_200_snapshot,,p03_BtoA_07,false,,false,legacy_candidate_needs_revalidation
legacy_107,legacy_p04_AtoB_07,I need help with an appeal because my license is suspended and I can’t drive my kids to school.,Criminal Law,DUII/DWS,Administrative Law,DMV (Non-Criminal),"The suspension resulted from not submitting proof of insurance to the DMV, not a DUI arrest.",It’s because I didn’t send them proof of insurance. No drinking or anything like that.,basis for license suspension,Criminal Law,DUII/DWS,The clarifying answer confirms the original Criminal Law issue and does not add the fact that would support Administrative Law.,"No. My issue is the original Criminal Law matter, not the alternative described.",dui_vs_dmv,AtoB,legacy_200_snapshot,,p04_AtoB_07,false,,false,legacy_candidate_needs_revalidation
x0770,f26_BtoA_12,We need legal authority to protect a parent who can no longer manage affairs. I do not know what to do next.,Wills & Trusts,Conservatorship/Guardianship,Administrative Law,Medicare/Medicaid,The dispute is whether the state may count the house for Medicaid eligibility.,The dispute is whether the state may count the house for Medicaid eligibility.,whether benefits were denied or the family lacks legal authority to act,Wills & Trusts,Conservatorship/Guardianship,We need a guardian because there is no power of attorney and our parent lacks capacity.,We need a guardian because there is no power of attorney and our parent lacks capacity.,medicaid_vs_guardianship,BtoA,expanded_workbook_grounded,404;411,,true,,false,synthetic_candidate_needs_human_validation
